age,sex,sub_pops,prop0,prop1,prop2,prop3,prop4,mort_RR0,mort_RR1,mort_RR2,mort_RR3,mort_RR4,yld_RR0,yld_RR1,yld_RR2,yld_RR3,yld_RR4
74,male,5,0.2,0.2,0.2,0.2,0.2,1.414072236,1.310554177,1.207036118,1.103518059,1,1.158654752,1.118991064,1.079327376,1.039663688,1
75,male,5,0.2,0.2,0.2,0.2,0.2,1.292421252,1.219315939,1.146210626,1.073105313,1,1.143699414,1.10777456,1.071849707,1.035924853,1
76,male,5,0.2,0.2,0.2,0.2,0.2,1.292421252,1.219315939,1.146210626,1.073105313,1,1.143699414,1.10777456,1.071849707,1.035924853,1
77,male,5,0.2,0.2,0.2,0.2,0.2,1.292421252,1.219315939,1.146210626,1.073105313,1,1.143699414,1.10777456,1.071849707,1.035924853,1
78,male,5,0.2,0.2,0.2,0.2,0.2,1.292421252,1.219315939,1.146210626,1.073105313,1,1.143699414,1.10777456,1.071849707,1.035924853,1
79,male,5,0.2,0.2,0.2,0.2,0.2,1.292421252,1.219315939,1.146210626,1.073105313,1,1.143699414,1.10777456,1.071849707,1.035924853,1
80,male,5,0.2,0.2,0.2,0.2,0.2,1.174575496,1.130931622,1.087287748,1.043643874,1,1.113320377,1.084990283,1.056660189,1.028330094,1
81,male,5,0.2,0.2,0.2,0.2,0.2,1.174575496,1.130931622,1.087287748,1.043643874,1,1.113320377,1.084990283,1.056660189,1.028330094,1
82,male,5,0.2,0.2,0.2,0.2,0.2,1.174575496,1.130931622,1.087287748,1.043643874,1,1.113320377,1.084990283,1.056660189,1.028330094,1
83,male,5,0.2,0.2,0.2,0.2,0.2,1.174575496,1.130931622,1.087287748,1.043643874,1,1.113320377,1.084990283,1.056660189,1.028330094,1
84,male,5,0.2,0.2,0.2,0.2,0.2,1.174575496,1.130931622,1.087287748,1.043643874,1,1.113320377,1.084990283,1.056660189,1.028330094,1
85,male,5,0.2,0.2,0.2,0.2,0.2,1.061455379,1.046091534,1.03072769,1.015363845,1,1.083158831,1.062369123,1.041579415,1.020789708,1
86,male,5,0.2,0.2,0.2,0.2,0.2,1.061455379,1.046091534,1.03072769,1.015363845,1,1.083158831,1.062369123,1.041579415,1.020789708,1
87,male,5,0.2,0.2,0.2,0.2,0.2,1.061455379,1.046091534,1.03072769,1.015363845,1,1.083158831,1.062369123,1.041579415,1.020789708,1
88,male,5,0.2,0.2,0.2,0.2,0.2,1.061455379,1.046091534,1.03072769,1.015363845,1,1.083158831,1.062369123,1.041579415,1.020789708,1
89,male,5,0.2,0.2,0.2,0.2,0.2,1.061455379,1.046091534,1.03072769,1.015363845,1,1.083158831,1.062369123,1.041579415,1.020789708,1
90,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
91,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
92,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
93,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
94,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
95,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
96,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
97,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
98,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
99,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
100,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
101,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
102,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
103,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
104,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
105,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
106,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
107,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
108,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
109,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
110,male,5,0.2,0.2,0.2,0.2,0.2,0.933007875,0.949755906,0.966503937,0.983251969,1,0.87435374,0.905765305,0.93717687,0.968588435,1
